id,affiliation_name
10.34496235/y4f3e58,"Department of Infectious Diseases, Austin Health"
10.64095177/t9n5w95,"Victorian Infectious Diseases Service, Royal Melbourne Hospital"
10.98696567/c3a9x90,"Microbiological Diagnostic Unit Public Health Laboratory, The University of Melbourne at the Doherty Institute for Infection and Immunity"
10.3470946/z0a8a05,"Department of Infectious Diseases, John Hunter Hospital"
10.34101739/z7e4v50,"Menzies School of Health Research, Charles Darwin University"
10.13468619/a7g7a83,"Victorian Infectious Disease Service, Royal Melbourne Hospital, and University of Melbourne at the Peter Doherty Institute for Infection and Immunity"
10.66758869/b4v8y65,"Big Data Institute, Nuffield Department of Population Health, Li Ka Shing Centre for Health Information and Discovery, Old Road Campus, University of Oxford"
10.86719993/z8k4h35,"Department of Neuroscience, Columbia University"
10.49354499/b9h4e64,"Department of Psychiatry, Columbia University"
10.17603243/y4q9d71,"Instituto de Investigaciones en Ingeniería Genética y Biología Molecular, Consejo Nacional de Investigaciones Científicas y Técnicas, and Departamento de Fisiología, Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires"
10.13736066/s3u8g83,"Department of Health Science and Technology, ETH Zurich"
10.37830715/g1d7d96,"Université Paris-Saclay, CEA, CNRS, Institute for Integrative Biology of the Cell"
10.77749063/i4m5n36,"Genome Integrity and Structural Biology Laboratory, National Institute of Environmental Health Sciences"
10.47131975/h2p1p08,"Department of Computer Science, Duke University"
10.65664580/i4k7x38,"Department of Electrical and Computer Engineering, Duke University"
10.89006221/q5c3v95,"Department of Pharmacology, Penn State College of Medicine"
10.67513781/y7i5c73,"Department of Biomedical Engineering, Penn State University, University Park"
10.66088692/x2a7z73,"Department of Engineering Science and Mechanics, Penn State University, University Park"
10.80095129/v7t7u16,"Department of Biochemistry & Molecular Biology, Penn State College of Medicine"
10.42167141/d6z5l37,"Department of Chemistry, Penn State University, University Park"
10.19914939/i7d9w46,"UMR CBGP (INRAE-IRD-CIRAD, Montpellier SupAgro), Campus International de Baillarguet"
10.52711505/c9v6u79,"Department of Agricultural Biology, Colorado State University"
10.51896674/i0m2r57,"Université de Strasbourg, INRAE"
10.66271004/g3c6z40,"Department of Gastroenterology, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University"
10.70484381/m8x3o13,"The Second School of Clinical Medicine, Southern Medical University"
10.5473081/c5m6g74,Shantou University Medical College
10.82248304/y2a7w45,"School of Medicine, South China University of Technology"
10.91738226/r1j9k34,"Guangdong Cardiovascular Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences"
10.82047027/e9u2g81,"David Geffen School of Medicine, University of California Los Angeles"
10.37479592/k1t4q03,"Sepulveda Ambulatory Care Center, Veterans Affairs Greater Los Angeles Healthcare System"
10.36332881/r3t5k50,"Department of Biostatistics, School of Public Health, Southern Medical University"
10.31285979/v9b7r47,"Southwest United Graduate School, Yunnan Key Laboratory of Cell Metabolism and Diseases, State Key Laboratory of Conservation and Utilization of Bio-resources in Yunnan, Center for Life Sciences, School of Life Sciences, Yunnan University"
10.13172208/c9m5n88,"Université de Bordeaux, INSERM, U1312, BRIC"
10.36660831/c8k5c18,"Université de Limoges, INSERM, U1308, CAPTuR"
10.80970348/e0x9c29,"Plateforme OncoProt, Université de Bordeaux, CNRS, INSERM, TBM-Core, US5, UAR3457"
10.18444600/b5n7d98,"Plateforme Protéome, Université de Bordeaux, Bordeaux Proteome"
10.53128802/y1n3s88,"Bordeaux Imaging Center, Université de Bordeaux, CNRS, INSERM, BIC"
10.46898576/w5g7v21,"Université de Bordeaux, CNRS, Interdisciplinary Institute for Neuroscience, IINS, Bordeaux"
10.55963105/d7r7q07,"Plateforme d'histologie, Université de Bordeaux, CNRS, INSERM, TBM-Core, US5, UAR3457"
10.58438083/j8n9u83,"Department of Microbiology and Immunology and Center for Pathogen Research, University of Maryland, Baltimore"
10.26132494/d4p3t77,"PKU-Tsinghua Center for Life Sciences, Peking University"
10.23290762/q6p9l84,"School of Life Sciences, Peking University"
10.67518114/s5q9c02,"IDG-McGovern Institute for Brain Research, Peking University"
10.11136694/t3y9p76,"Katz Family Division of Nephrology and Hypertension, Department of Medicine, University of Miami Miller School of Medicine"
10.96905435/e0w0t37,"Peggy and Harold Katz Family Drug Discovery Center, University of Miami Miller School of Medicine"
10.57041322/r3w8b63,"Department of Radiation Oncology, University of Miami Miller School of Medicine"
10.59619973/t8v6l31,"Center for Precision Medicine, School of Medicine, University of Texas Health San Antonio"
10.48620628/h5c3s71,"Department of Biochemistry and Molecular Biology, University of Miami"
10.61785231/d2j0d38,"Department of Biostatistics and Bioinformatics, Duke University"
10.66261081/t9e2b33,"Duke Center for Statistical Genetics and Genomics, Duke University"
10.98264621/f4d2m97,"MRC Integrative Epidemiology Unit (IEU), Population Health Sciences, Bristol Medical School, University of Bristol"
10.15651562/v8g1k17,"Graduate School of Biomedical and Health Sciences, Hiroshima University"
10.39678502/p3j8t03,"School of Pharmaceutical Sciences, Hiroshima University"
10.60936772/k1v1g35,"Analysis Center of Life Science, Natural Science Center for Basic Research and Development, Hiroshima University"
10.26325846/d4r4b94,"Department of Chemical and Biomolecular Engineering, University of Maryland, College Park"
10.36074710/s1d0q11,"Department of Physics, University of Maryland, College Park"
10.50932070/l3k8c62,"Biological Sciences Graduate Program, University of Maryland, College Park"
10.38489578/u8l9t78,"Biophysics Graduate Program, University of Maryland, College Park"
10.12348268/v0d7y60,"Institute for Physical Science and Technology, University of Maryland"
10.54505638/t3a1d40,"Department of Chemistry and Biochemistry, University of Maryland"
10.32818135/z1c9h32,"Laboratory of Neurogenetics and Behavior, The Rockefeller University"
10.93682295/c8j7r83,"Graduate School of Pharmaceutical Sciences, Tohoku University"
10.14116043/a7x0w73,"Department of Molecular & Cellular Biology and Center for Brain Science, Harvard University"
10.81481736/w4c0z63,"Drug Research Program (DRP) ImmunoViroTherapy Lab (IVT), Division of Pharmaceutical Biosciences, Faculty of Pharmacy, Viikinkaari 5E, University of Helsinki"
10.67644479/v4x7d23,"Helsinki Institute of Life Science (HiLIFE), Fabianinkatu 33, University of Helsinki"
10.12069244/v7v3j46,"Translational Immunology Program (TRIMM), Faculty of Medicine Helsinki University, postal code Haartmaninkatu 8, University of Helsinki"
10.97385730/m4l5w26,"Digital Precision Cancer Medicine Flagship (iCAN), University of Helsinki"
10.66787863/e2d3e19,"Institute for Molecular Medicine Finland, FIMM, Helsinki Institute of Life Science (HiLIFE), University of Helsinki"
10.27055196/n0u1m23,"Pharmaceutical Biophysics Research Group, Drug Research Program, Faculty of Pharmacy, University of Helsinki"
10.18752154/w1q8l75,"Science for Life Laboratory, Department of Oncology-Pathology, Karolinska Institutet"
10.44847246/y2h7t83,"Laboratory for Retinal Regeneration, RIKEN Center for Biosystems Dynamics Research"
10.91307853/s8q3m48,"Laboratory for Biologically Inspired Computing, RIKEN Center for Biosystems Dynamics Research"
10.9382543/x8h4q32,"Laboratory for Molecular Biology of Aging, RIKEN Center for Biosystems Dynamics Research"
10.65328313/n4u9r00,"Department of Life Science and Biotechnology, Cellular and Molecular Biotechnology Research Institute, National Institute of Advanced Industrial Science and Technology"
10.14958831/x6c5j98,"Department of Molecular Genetics and Microbiology, Duke University Medical Center"
10.98812796/z1p4b17,"Centre for Functional Genomics, Human Technopole"
10.65913705/o8x5s65,"Centre for Computational Biology, Human Technopole"
10.68196947/o6i1k05,"Duke Regeneration Center, Duke University Medical Center"
10.30273976/q6n9l90,"Department of Cell and Tissue Biology, UCSF"
10.91891056/d5a3b34,Helen Diller Family Comprehensive Cancer Center
10.99469631/m4k1m48,"Duke Institute for Brain Sciences, Duke University Medical Center"
10.82813237/f4l8u08,"Institut Català de Paleontologia Miquel Crusafont, Universitat Autònoma de Barcelona"
10.70966071/i1x3e20,"Department of Preventive Medicine, University of Tennessee Health Science Center, College of Medicine"
10.28576946/m6o2d69,"Department of Genetics, Genomics and Informatics, University of Tennessee Health Science Center, College of Medicine"
10.76346373/m2q8t73,"Department of Human Genetics, David Geffen School of Medicine, University of California Los Angeles"
10.54822481/x7y3t08,"Department of Biostatistics, Fielding School of Public Health, University of California Los Angeles"
10.32267177/l7d4g77,"YCI Laboratory for Next-Generation Proteomics, RIKEN Center for Integrative Medical Sciences"
10.91547827/f1q5n76,IRCCS Stella Maris
10.71596493/l6w7l28,"Laboratoire des systèmes perceptifs, Département d’études cognitives, École normale supérieure, PSL Research University"
10.58453317/f0h4k90,"Department of Cell Biology, University of Virginia, School of Medicine"
10.33367375/b1c5a32,"Department of Cell and Systems Biology, University of Toronto"
10.95886999/a5y9t12,"Centre for Craniofacial and Regenerative Biology, King's College London"
10.17045704/e3p0s68,Aduro Biotech
10.46220876/o8f1p21,"Division of Neurobiology, Faculty of Biology, LMU Munich"
10.65668939/b4w7e87,"Graduate School of Systemic Neurosciences, LMU Munich"
10.31495764/t6j1k84,Bernstein Centre for Computational Neuroscience
10.66501872/d6p3k30,"Department of Mathematics and Center for the Neural Basis of Cognition, University of Pittsburgh"
10.89243234/o4r0a81,"Laboratory of Brain and Cognition, National Institute of Mental Health, National Institutes of Health"
10.95264397/n8w9y38,"Graduate Program in Neuroscience, University of Washington"
10.83271237/e9k7v28,"Department of Psychology and Center for Neural Science, New York University"
10.10284222/b7s0w57,"Sensory and Behavioural Neuroscience Unit, Okinawa Institute of Science and Technology Graduate University"
10.46188728/j9x9l23,"Department of Obstetrics and Gynecology, University of Washington"
10.17522744/s3t9q17,"Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Research Center"
10.61248587/e6e8i56,"Department of Laboratory Medicine & Pathology, University of Washington"
10.82960753/s2x5i06,"Department of Global Health, University of Washington"
10.2083867/d0y9w17,"Centre for Virus Research, Kenya Medical Research Institute"
10.43394595/a5l6q39,"Centre for Clinical Research, Kenya Medical Research Institute"
10.76277454/u1m8r32,"Department of Epidemiology, University of Washington"
10.71241453/a8h7m61,"Department of Epidemiology, Milken Institute School of Public Health, The George Washington University"
10.84017597/b7v1f19,"Department of Clinical Sciences, Unit of Tropical Bacteriology, Institute of Tropical Medicine"
10.40456369/u3m4s48,"Department of Community Health, Jomo Kenyatta University of Agriculture and Technology"
10.41955169/j6x0h80,"Key Laboratory of Natural Medicines of the Changbai Mountain, Ministry of Education, College of Pharmacy, Yanbian University"
10.94143275/c8k6e37,"Department of Animal Science, College of Agricultural, Yanbian University"
10.93903250/a1z3l84,"Jilin Provincial Key Laboratory of Transgenic Animal and Embryo Engineering, Yanbian University"
10.90355760/g2j8a00,"College of Integration Science, Yanbian University"
10.90626675/m9i9k57,"School of Engineering and Applied Sciences, Harvard University"
10.20353491/h1a4s44,"IGF, University of Montpellier, CNRS, INSERM"
10.67425057/k7e5b72,"Institut Curie, PSL Research University, CNRS UMR 144"
10.44545364/y2n2x48,"Institut Curie, PSL Research University, Laboratory of Mass Spectrometry and Proteomics"
10.67608331/h8j2b04,"CRTD/ Center for Regenerative Therapies TU, Center for Molecular and Cellular Bioengineering, Technische Universität Dresden"
10.60914557/o5i3u56,"Department of Stem Cell and Regenerative Biology, Harvard University"
10.80034920/w6t5k86,"Center for Regenerative Medicine, Massachusetts General Hospital, Harvard Medical School"
10.1051344/o9z9g05,"Cluster of Excellence Physics of Life, Technische Universität Dresden"
10.46351214/e7c6k23,"Department of Internal Medicine 3, Center for Healthy Aging, University Hospital Carl Gustav Carus at the Technische Universität Dresden"
10.73760406/t7e3q79,"Paul Langerhans Institute Dresden of Helmholtz Centre Munich, University Hospital Carl Gustav Carus at the Technische Universität Dresden"
10.82810452/p9y6o41,"Cancer Research UK Edinburgh Centre, Institute of Genetics and Cancer, University of Edinburgh"
10.80117080/z6j6n61,"Program in Developmental and Stem Cell Biology, Hospital for Sick Children"
10.52425631/g1g7f83,"Department of Obstetrics, Gynecology and Reproductive Biology, Michigan State University"
10.43472997/j4e5g81,Department of Biomedical Engineering; Michigan State University
10.46141321/p7z6v86,"Institute for Quantitative Health Science and Engineering, Michigan State University"
10.94967244/n7n3u70,"University Grenoble Alpes, Inserm, U1216, Grenoble Institut Neurosciences"
10.27440379/o5e7d23,"A.I. Virtanen Institute for Molecular Sciences, University of Eastern Finland"
10.73823104/u5r7b34,"Paris-Saclay University, CNRS, Institut des Neurosciences (NeuroPSI), France"
10.72708958/w5u2m15,"University Grenoble Alpes, Inserm, US17, CNRS, UAR 3552, CHU Grenoble Alpes, IRMaGe"
10.43600449/k6c6o77,"Aix Marseille University, INSERM, INS, Inst Neurosci Syst"
10.80146346/n1p0i10,"Department of Cancer Biology, Sidney Kimmel Cancer Center, Thomas Jefferson University"
10.24322879/i3r9v57,"Department of Orthopaedics, Johns Hopkins University"
10.50923465/m3l7w58,"Department of Surgery, Tulane School of Medicine"
10.98935160/c9y0f79,"Department of Mathematics, Tulane University"
10.39331267/b0h0h64,"Department of Biological & Agricultural Engineering, Louisiana State University"
10.96937876/y7z6q88,"Center for Molecular Medicine, Maine Medical Center Research Institute"
10.77691275/b5w2y80,"Department of Orthopaedic Surgery, Louisiana State University Health Sciences Center"
10.36683296/z4a2m85,Friedrich-Alexander University of Erlangen-Nürnberg
10.11355262/d9r3r23,Ottawa Hospital Research Institute
10.57383295/f4r5e64,"Department of Cellular and Molecular Medicine, University of Ottawa"
10.51640799/s6g4x58,Leibniz Institute on Aging - Fritz Lipmann Institute
10.2513453/v2u5y28,"Iowa Institute for Oral Health Research, College of Dentistry & Dental Clinics, University of Iowa"
10.19017670/c2y6k64,"Department of Periodontics, College of Dentistry & Dental Clinics, University of Iowa"
10.15827244/v9f9h96,"Department of Anatomy and Cell Biology, Carver College of Medicine, University of Iowa"
10.49620802/s3p4x22,"Department of Craniofacial Biology, University of Colorado Anschutz Medical Campus"
10.57768107/s4u9p90,"Department of Pediatrics, Section of Hematology, Oncology, and Bone Marrow Transplant, University of Colorado School of Medicine, University of Colorado Anschutz Medical Campus"
10.85937519/h6d6h85,"Department of Pediatrics, University of Colorado Anschutz Medical Campus, Children's Hospital Colorado"
10.95804581/s0d7h85,"Institute for the Environment, University of North Carolina at Chapel Hill"
10.95999717/d9s2z66,"Biology, University of North Carolina at Greensboro"
10.84227862/o8o5i63,"Biological Sciences, University of Alberta"
10.5525002/n2h8s23,"Psychology, University of Wisconsin-Madison"
10.19065179/f1o2b11,"Department of Biochemistry, University of Colorado"
10.18712596/n9p9a21,"Medical Scientist Training Program, University of Colorado Anschutz Medical Campus"
10.44498641/m8i1a33,"Howard Hughes Medical Institute, University of Colorado"
10.27060872/n5a9a08,"Department of Neuropathology, Stanford University"
10.96139319/l2p5c37,"Department of Surgery, University of Colorado"
10.78560054/i9i3z82,"Molecular Biology Program and Department of Biochemistry and Molecular Genetics, University of Colorado Anschutz Medical Campus"
10.13491784/s4m9l68,"Center for Personal and Dynamic Regulomes, Stanford University"
10.89590831/e6t7n95,"Department of Neurology and Neurological Sciences, Stanford University School of Medicine"
10.6481790/l0d7n80,"Paul F. Glenn Center for the Biology of Aging, Stanford University School of Medicine"
10.84055103/v2o2f80,"Center for Tissue Regeneration, Repair, and Restoration, Veterans Affairs Palo Alto Health Care System"
10.72766744/v4g5o81,"Howard Hughes Medical Institute, Stanford University"
10.76647024/v8n5g75,"University of Colorado School of Medicine, RNA Bioscience Initiative, University of Colorado Anschutz Medical Campus"
10.83311891/d5f9d89,"Laboratory of 3D functional network and dendritic imaging, Institute of Experimental Medicine"
10.36746267/z7j7l09,"MTA-PPKE ITK-NAP B – 2p Measurement Technology Group, The Faculty of Information Technology, Pázmány Péter Catholic University"
10.2393857/e8w8a91,"János Szentágothai Doctoral School of Neurosciences, Semmelweis University"
10.88015007/k8k5i71,"Volen Center for Complex Systems, Biology Department, Brandeis University"
10.5719356/s8s6p50,"Departments of Neuroscience and Psychiatry, Washington University School of Medicine"
10.30468444/o1b5y39,"Computational Systems Neuroscience Lab, Wigner Research Centre for Physics"
10.24849806/b1u5k87,"Department of Mathematical Geometry, Institute of Mathematics, Budapest University of Technology and Economics"
10.18244326/y9i1s84,"Program in Cellular and Molecular Medicine, Boston Children’s Hospital and Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School"
10.14209237/q5h9q22,"Department of Chemistry and Chemical Biology, Northeastern University"
10.25545754/o3g5j88,"Department of Physics, East Carolina University"
10.33688522/r6n6x25,"Department of Biological Chemistry, The Johns Hopkins University School of Medicine"
10.79547515/m7w1q78,"Department of Reproductive Medicine, The First Affiliated Hospital of Guangxi Medical University"
10.5544319/t1u3x55,"Fujian Provincial Key Laboratory of Reproductive Health Research, Department of Obstetrics and Gynecology, The First Affiliated Hospital of Xiamen University, School of Medicine, Xiamen University"
10.34738294/p2m1v46,"Department of Reproductive Medicine, Liuzhou Maternity and Child Health Hospital"
10.67952643/g4j1y09,"Department of Obstetrics and Gynecology, Key Laboratory for Major Obstetric Diseases of Guangdong Province, The Third Affiliated Hospital of Guangzhou Medical University"
10.65475276/i9l6x37,"Department of Physics, Koç University"
10.17685824/v8m4r02,"Bio-Medical Sciences and Engineering Program, Koç University"
10.14325575/u0j9t91,"Computational Physics for Engineering Materials, ETH Zurich"
10.53973875/q4d9q53,"Koç University Surface Science and Technology Center, Koç University"
10.715983/y7t5z40,"Koç University Research Center for Translational Medicine, Koç University"
10.33807291/v5o4q02,"Department of Cell Biology and Biophysics, School of Biological and Chemical Sciences, University of Missouri-Kansas City"
10.78631593/c7z7w03,Max Planck Institute for Biology of Ageing
10.74569375/t1r3z36,"Institute of Biochemistry, University of Cologne"
10.44867279/i7x2n03,"Department II of Internal Medicine, University of Cologne, Faculty of Medicine and University Hospital Cologne"
10.49797920/g7g1c99,"Center for Molecular Medicine Cologne (CMMC) Faculty of Medicine and University Hospital Cologne, University of Cologne"
10.45236835/r0t3b29,"CECAD - Cluster of Excellence Faculty of Medicine and University Hospital Cologne, University of Cologne"
10.84355601/v5o3c78,IMBA - Institute of Molecular Biotechnology of the Austrian Academy of Science Vienna Biocenter
10.14888870/v7e8f57,"Nestlé Institute of Health Sciences, Nestlé Research"
10.729550/q6l6a84,School of Life Sciences École Polytechnique Fédérale de Lausanne (EPFL)
10.77432965/g0q5d43,"Vascular Pathophysiology Area, Centro Nacional de Investigaciones Cardiovasculares"
10.95428807/q4r1y31,"Département de Pharmacologie-Physiologie, Institut de Pharmacologie de Sherbrooke, Centre de Recherche du Centre Hospitalier Universitaire de Sherbrooke, Faculté de Médecine et des Sciences de la Santé, Université de Sherbrooke"
10.20928383/p4u7x76,"Department of Experimental and Health Sciences, Pompeu Fabra University, CIBERNED and ICREA, Barcelona, Spain"
10.13455582/s8p6q87,"Department of Cell and Developmental Biology, Penn Epigenetics Institute, Perelman School of Medicine, University of Pennsylvania"
10.57927843/f8n0l08,"Neuromuscular Research Group, Departments of Neurology and Biomedicine, Basel University Hospital"
10.3678578/b8e6c69,"Division of Clinical Pharmacology & Toxicology, Department of Biomedicine, University and University Hospital Basel"
10.49725315/u0h5b24,"Genome plasticity group, Department of Biomedicine, University of Basel"
10.77711380/m3h6h06,"CAST, Center for Advanced Studies and Technology & DMSI, Dept. of Neuroscience, Imaging and Clinical Sciences, Univ. G. d’Annunzio"
10.53826789/h1l5c77,"Department of Psychological Sciences, Purdue University"
10.2357782/f9g0x54,"Department of Psychology and Anesthesia, Alan Edwards Centre for Research on Pain, McGill University"
10.95607074/n6x1l74,"Department of Psychology, University of Wisconsin-Milwaukee"
10.59922762/x4r4s37,"Department of Cell Biology, Neurobiology and Anatomy, Medical College of Wisconsin"
10.22889417/w7u7f82,Ochanomizu University
10.36744875/i8k4a59,"Center for Excellence in Life and Paleoenvironment, Chinese Academy of Sciences"
10.53975770/c4l3r82,"Department of Physical Therapy, University of Delaware"
10.22648417/n2z3c01,"Department of Neuroscience, University of Virginia"
10.59778566/i9d8u41,"Department of Biochemistry & Molecular Genetics, University of Virginia"
10.41209097/b4y9a21,"Department of Cell & Molecular Physiology, Stritch School of Medicine, Loyola University Chicago"
10.7937016/e8a5f13,"Department of Otolaryngology-Head & Neck Surgery, University of Virginia"
10.29203229/m9e3i73,"Department of Human Molecular Genetics and Biochemistry, Faculty of Medicine and Sagol School of Neuroscience, Tel Aviv University"
10.96695312/d9i7k07,"Genetically Engineered Murine Model (GEMM) Core, University of Virginia"
10.54625984/d4d6d78,"Department of Cell Biology, University of Virginia"
10.8506260/q1b8f43,"Institute of Clinical Sciences, Imperial College London"
10.99592875/c3q3c76,"Mortimer B. Zuckerman Mind, Brain, Behavior Institute, Columbia University"
10.47629537/w4s9d04,"The Kavli Institute for Brain Science, Columbia University"
10.72908197/j0w5r72,"Bioengineering Department and Center for Neural Informatics, Structures, & Plasticity, College of Engineering and Computing, George Mason University"
10.84663853/k6p2k95,"Interdisciplinary Program in Neuroscience, College of Science, George Mason University"
10.7240508/p4u1o53,"Department of Imaging Physics, Faculty of Applied Sciences, Delft University of Technology"
10.68092898/n8h6k75,"Stanford Synchrotron Radiation Lightsource, SLAC National Accelerator Laboratory"
10.47014997/t5p3k13,"Department of Infection Biology, Universitätsklinikum Erlangen and Friedrich-Alexander, University Erlangen-Nürnberg"
10.23261821/f4c1x03,"Institute of Clinical Microbiology, Immunology and Hygiene, University Hospital Erlangen and Friedrich-Alexander-University Erlangen-Nürnberg"
10.26600727/j0n2b22,"Institute of Human Genetics, Universitätsklinikum Erlangen and Friedrich-Alexander University Erlangen-Nürnberg"
10.24553635/f3f3l25,"Research Center for Dynamic Living Systems, Graduate School of Biostudies, Kyoto University"
10.72448836/x0g5b17,"Department of Pathology and Biology of Diseases, Graduate School of Medicine, Kyoto University"
10.25222784/u1o2n97,"Department of Nanopharmaceutical Sciences, Nagoya Institute of Technology, Gokiso-cho"
10.97443505/g3z3g81,"Brain Science Institute, Center for Brain Science, RIKEN, Hirosawa"
10.77030561/u9y0c93,"Institute for Integrated Cell-Material Sciences, Kyoto University"
10.47616677/s8h5w91,"Charles Perkins Centre,University of Sydney"
10.35307004/r6e7c39,"Department of Biological Sciences, University at Buffalo, State University of New York"
10.54059437/n5h0u79,"Department of Mathematics, Simon Fraser University"
10.76595838/a5h3s97,"The Donnelly Centre, University of Toronto"
10.35925156/n8m0z06,Ontario Institute for Cancer Research
10.33485357/z5a2w58,Shanghai Institutes for Biological Sciences
10.86750129/r1k8k97,"Stem Cells and Development Unit, Institut Pasteur"
10.16776713/h6d6g67,"UMR CNRS 3738, Institut Pasteur"
10.47634349/h4i0t05,"Sorbonne Universités, Complexité du Vivant, F-75005"
10.1881425/h1t3d51,"Cytometry and Biomarkers UTechS, Institut Pasteur"
10.74911741/t8s3k49,"Bioinformatics and Biostatistics Hub, Institut Pasteur"
10.39069765/q1p1x31,"Instituto Murciano de Investigación Biosanitaria IMIB-Arrixaca, Hospital Clínico Universitario Virgen de la Arrixaca"
10.77918826/e4o4m20,"Department of Physical Therapy, University of Murcia"
10.34631816/e5t0s27,"Laboratorio de Óptica, Instituto Universitario de Investigación en Óptica y Nanofísica, Universidad de Murcia"
10.60175017/r9t2l21,CEU San Pablo University
10.97313347/n6t2g30,"Department of Biochemistry and Molecular Biology B and Immunology, University of Murcia"
10.73716144/g3y4t17,"Department of Neurology, Max Planck Institute for Human Cognitive & Brain Sciences"
10.23488341/j3b0m89,International Max Planck Research School NeuroCom
10.19877968/k1y4x31,"Collaborative Research Centre 1052, University of Leipzig"
10.71886163/i0r3v08,"Department of Psychology and Logopedics, Faculty of Medicine, University of Helsinki"
10.14601529/x1o3d19,"Institute of Psychology, Otto von Guericke University Magdeburg"
10.64402059/x7x5n30,"Department of Child and Adolescent Psychiatry, University of Würzburg"
10.38975803/i4w9n09,"Medical Department III – Endocrinology, Nephrology, Rheumatology, University of Leipzig Medical Center"
10.86893952/z6s3j11,"Department of Psychiatry and Psychotherapy, Technische Universität Dresden"
10.57963161/b9u2w33,"School of Psychology, University of Plymouth"
10.79366438/b8l5g38,"Department of Neuroscience, University of Texas-Austin"
10.36798899/t6b2f57,"Department of Ophthalmology and Visual Sciences, University of Wisconsin- Madison"
10.7072746/r7z1n02,"Neuroscience Training Program, University of Wisconsin-Madison"
10.41778092/p7c9q33,"Department of Ophthalmology, Northwestern University Feinberg School of Medicine"
10.79179467/v8z7e16,"Science for Life Laboratory, Department of Molecular Biosciences, The Wenner-Gren Institute, Stockholm University"
10.78096021/z9w5x25,"IMBA – Institute of Molecular Biotechnology, Austrian Academy of Sciences"
10.91833174/d0h5v78,"Sahlgrenska Academy, Gothenburg University"
10.88964078/l2c3f99,"Cardiopulmonary Institute, Justus Liebig University of Giessen"
10.5741945/k4a0s25,"Research Institute for Microbial Diseases, Osaka University"
10.78744834/t3d4i82,"Graduate School of Pharmaceutical Sciences, Osaka University"
10.35045035/y4z4v03,"The Institute of Medical Science, The University of Tokyo"
10.95060946/x8z2y62,"Institute of Microbiology and Infection, University of Birmingham"
10.50429968/w7o4k54,"Institute for Molecular Bioscience, University of Queensland"
10.83939683/q8u3w58,"Division of Infection Medicine, University of Edinburgh"
10.20331862/u2t0z46,"Neurology Department, New York University"
10.71883216/w3h7s40,"Biomedical Engineering Department, New York University"
10.73564449/t6j7t74,"Neurosurgery Department, New York University"
10.27190643/d0l6y60,"Department of Entomology, Michigan State University"
10.36157243/g0b5w11,"College of Agriculture, Sichuan Agricultural University"
10.88136085/u8x8g75,"Institute of Bioinformatics, Zhejiang University"
10.95031201/n6y4a96,"Center for General Practice Medicine, Department of General Practice Medicine, Zhejiang Provincial People’s Hospital, People’s Hospital of Hangzhou Medical College"
10.89958753/f9j5w42,"Center for Reproductive Medicine, Department of Genetic and Genomic Medicine, and Clinical Research Institute, Zhejiang Provincial People’s Hospital, People’s Hospital of Hangzhou Medical College"
10.86906894/q4b2c10,Hainan Institute of Zhejiang University
10.2839670/q8f8c94,"Center for Research on Reproduction and Women's Health, Perelman School of Medicine, University of Pennsylvania"
10.22048288/m7l0m80,"Division of Neonatology, Department of Pediatrics, Children’s Hospital of Philadelphia"
10.18425902/x1t2u36,Ithaca College
10.65302231/g5e4s87,"State Key Laboratory of Genetic Engineering and Collaborative Innovation Center for Genetics and Development, Human Phenome Institute, School of Life Sciences, Institutes of Biomedical Sciences, Department of Colorectal Surgery, Colorectal Cancer Center, Zhongshan Hospital, Fudan University"
10.14630156/q0a2z25,"Xiamen University Research Center of Retroperitoneal Tumor Committee of Oncology Society of Chinese Medical Association, College of Medicine, Xiamen University"
10.36939466/s1f8l99,"Cancer Center, Zhongshan Hospital, Fudan University"
10.4710467/b7d6j91,"State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences"
10.7587117/x4l4m16,"Research Unit of Proteomics Driven Cancer Precision Medicine, Chinese Academy of Medical Sciences"
10.22935115/o0f8p20,"State Key Laboratory of Cell Differentiation and Regulation, Henan International Joint Laboratory of Pulmonary Fibrosis, Henan Center for Outstanding Overseas Scientists of Pulmonary Fibrosis, College of Life Science, Institute of Biomedical Science, Henan Normal University"
10.99941461/r2n8w38,"Department of Psychology, University of Toronto Scarborough"
10.44837340/r2x7v42,"Department of Marketing, Rotman School of Management, University of Toronto"
10.70963462/p1g6m87,"Division of Humanities and Social Sciences, California Institute of Technology"
10.78450092/q8s8h80,"Departments of Psychology and Economics, Queen’s University"
10.35167590/u0z9i96,"Key Laboratory of Birth Defects and Related Disease of Women and Children of MOE, Department of Pediatrics, West China Second University Hospital, State Key Laboratory of Biotherapy and Collaborative Innovation Center of Biotherapy, Sichuan University"
10.52049102/p8s2d03,"Department of Hematology and Institute of Hematology, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University"
10.11134973/m6r6t85,"Department of Systems Neuroscience, University Medical Center Hamburg-Eppendorf"
10.9322632/b3e8l27,"Institute for Endocrinology & Diabetes, University of Lübeck"
