id,affiliation_name,affiliation_id
10.49250974/s9l2g60,"Zuckerman Mind Brain and Behavior Institute, Columbia University",https://ror.org/00hj8s172
10.26386665/d9o0j78,"Kavli Institute, Columbia University",https://ror.org/00hj8s172
10.75055306/s7d9x54,"Department of Biology and Department of Molecular and Cellular Biochemistry, Indiana University Bloomington",https://ror.org/02k40bc56
10.13089129/e9n2k46,"Howard Hughes Medical Institute, Indiana University",https://ror.org/01kg8sb98
10.86322260/t0r8t80,"Department of Pediatrics, Perinatal Institute, Section of Pulmonary Biology, Cincinnati Children’s Hospital Medical Center",https://ror.org/01hcyya48
10.8393507/s1m9e35,"Department of Molecular Genetics, Biochemistry and Microbiology, University of Cincinnati College of Medicine",https://ror.org/01e3m7079
10.16262412/m1m9d17,"Eli and Edythe Broad Center of Regeneration Medicine & Stem Cell Research University of California, San Francisco",https://ror.org/043mz5j54
10.6187872/a2c9o38,"Section on Cellular Differentiation, Division of Translational Medicine, Eunice Kennedy Shriver National Institute of Child Health and Human Development, National Institutes of Health",https://ror.org/01cwqze88
10.43125918/q4e7n57,"Immunology and Regenerative Medicine, Genentech",https://ror.org/04gndp242
10.14530544/b8r8a92,"Department of Neurobiology, University of Alabama at Birmingham",https://ror.org/008s83205
10.85067125/v0x4r64,"Civitan International Research Center, University of Alabama at Birmingham",https://ror.org/008s83205
10.41163951/b4g8l08,"Department of Physical and Macromolecular Chemistry, Faculty of Science, Charles University",https://ror.org/024d6js02
10.65871564/a4w1w74,"Institute of Physiology of the Czech Academy of Sciences, Laboratory of Structural Biology of Signaling Proteins, Division BIOCEV",https://ror.org/05xw0ep96
10.76917259/a9b0n12,Allen Institute,https://ror.org/03cpe7c52
10.82633997/c9r9c73,"Department of Statistics, University of Oxford",https://ror.org/052gg0110
10.69081957/o1z2a89,"The Wellcome Centre for Human Genetics, University of Oxford",https://ror.org/052gg0110
10.73634413/z7i0u27,"Department of Systems Biology, Columbia University",https://ror.org/00hj8s172
10.18581845/y0x5k16,"Laboratoire de physique de l’École normale supérieure, CNRS, PSL University, Sorbonne Université and Université de Paris",https://ror.org/013cjyk83
10.32815869/y3w0r96,"Saber Bio SAS, Institut du Cerveau, iPEPS The Healthtech Hub",https://ror.org/050gn5214
10.5045480/s5e3i33,"Department of Biological Sciences, Dartmouth College",https://ror.org/049s0rh22
10.18177529/v3j2g90,"Neural Prosthetics Project, Tokyo Metropolitan Institute of Medical Science",https://ror.org/00vya8493
10.12672637/x7l3x48,The Japan Society for the Promotion of Science,https://ror.org/00hhkn466
10.15083294/k7i9v69,"Division of Neural Engineering, Graduate School of Medical and Dental Sciences, Niigata University",https://ror.org/04ww21r56
10.21124268/x9i2z88,"Center for Computational Biology, The University of Kansas",https://ror.org/001tmjg57
10.53367834/s3z3t53,"Department of Molecular Biosciences, The University of Kansas",https://ror.org/001tmjg57
10.29633176/u2w4m71,"Department of Chemistry, University of Michigan",https://ror.org/00jmfr291
10.69784215/p3a8p24,"Rutgers CryoEM & Nanoimaging Facility and Institute for Quantitative Biomedicine, Rutgers University",https://ror.org/05vt9qd57
10.19769622/d1h9b73,"Department of Chemistry and Chemical Biology, Rutgers University",https://ror.org/05vt9qd57
10.86847844/h5a5b21,"Brotman-Baty Institute for Precision Medicine, University of Washington",https://ror.org/00cvxb145
10.23523831/m1t2e07,"Institute of Neurosciences, and Department Cell Biology, Physiology and Immunology, Universitat Autònoma de Barcelona",https://ror.org/052g8jq94
10.86975027/q4n8d18,"Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas, Instituto de Salud Carlos III",https://ror.org/00ca2c886
10.68581662/x2m5p81,"Peripheral Nervous System, Vall d'Hebron Institut de Recerca (VHIR), Vall d'Hebron Hospital Universitari, Vall d'Hebron Barcelona Hospital Campus",https://ror.org/03ba28x55
10.12833254/w6q2t41,"Division of Neurology, Department of Medicine and the Neuroscience and Mental Health Institute, University of Alberta",https://ror.org/0160cpw27
10.42743903/b2k1m14,"Department of Microbiology and Immunology, The University of Melbourne, at the Peter Doherty Institute for Infection and Immunity",https://ror.org/01ej9dk98
10.77024506/o8m5q24,"Centre for Pathogen Genomics, The University of Melbourne",https://ror.org/01ej9dk98
10.28623140/l5x4g67,"Department of Infectious Diseases, The University of Melbourne, at the Peter Doherty Institute for Infection and Immunity",https://ror.org/01ej9dk98
10.81370153/s4e5y52,"Monash Infectious Diseases, Monash Health",https://ror.org/02t1bej08
10.89938794/b0w1u30,"School of Optometry, University of California, Berkeley",https://ror.org/01an7q238
10.63721436/g6t3g12,"Department of Physiology, Development and Neuroscience, Downing St, University of Cambridge",https://ror.org/013meh722
10.90080302/i0f1m44,"Cardiff University Brain Research Imaging Centre (CUBRIC), Cardiff University",https://ror.org/03kk7td41
10.97372230/j6c0s00,"School of Computer Science and Informatics, Cardiff University",https://ror.org/03kk7td41
10.40226531/a0h5y28,"School of Biomedical Engineering, Faculty of Engineering, The University of Sydney",https://ror.org/0384j8v12
10.12275858/n1q9y74,"Brain and Mind Centre, The University of Sydney",https://ror.org/0384j8v12
10.88219541/z8v8a30,"School of Psychology, Faculty of Science, The University of Sydney",https://ror.org/0384j8v12
10.39387060/i7d0u36,"Faculty of Medicine and Health Translational Research Collective, The University of Sydney",https://ror.org/0384j8v12
10.3508/o2p4x25,"Sydney Imaging, University of Sydney",https://ror.org/0384j8v12
10.2908844/p5m7q59,"Department of Oncological Sciences, University of Utah",https://ror.org/03r0ha626
10.87455380/c8o0a01,"Department of Genetics, The University of Texas MD Anderson Cancer Center",https://ror.org/04twxam07
10.25810164/g2b2a15,Deciphera Pharmaceuticals,https://ror.org/038hbfs18
10.22205275/f6k7r65,"Department of Internal Medicine, Division of Medical Oncology, University of Utah",https://ror.org/03r0ha626
10.96978696/s8z5m44,"Department of Dermatology, University of Utah",https://ror.org/03r0ha626
10.63655675/g9a9a88,"Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Broad Institute of MIT and Harvard",https://ror.org/05a0ya142
10.69461944/b8f6x70,"Department of Neurology, Amsterdam UMC, University of Amsterdam",https://ror.org/04dkp9463
10.16172235/z9f5t08,"Department of Clinical Epidemiology, Biostatistics and Bioinformatics, University of Amsterdam",https://ror.org/04dkp9463
10.27258770/x4v7q22,"Centre for Infectious Disease Control, National Institute for Public Health and the Environment",https://ror.org/01cesdt21
10.84024232/p6r8q45,"Department of Pediatric Immunology and Infectious D, Wilhelmina Children's Hospital",https://ror.org/05fqypv61
10.876681/o3d6i17,"Epidemiology of Microbial Diseases, Yale School of Public Health",https://ror.org/03v76x132
10.74116191/w0l8h31,"Cambodia Oxford Medical Research Unit, Angkor Hospital for Children",https://ror.org/01yjqh416
10.59079723/e2w7t13,"Department of Medical Microbiology and Infection Prevention, Amsterdam UMC",https://ror.org/05grdyy37
10.44585574/t4t1f09,"Parasites and Microbes, Wellcome Sanger Institute",https://ror.org/05cy4wa09
10.58708894/r6l0g19,European Molecular Biology Laboratory–European Bioinformatics Institute,https://ror.org/02catss52
10.85521911/y7z7l56,"MRC Centre for Global Infectious Disease Analysis, Department of Infectious Disease Epidemiology, Imperial College London",https://ror.org/03x94j517
10.33683856/b5u7c12,"Department of General Zoology, University of Duisburg-Essen",https://ror.org/04mz5ra38
10.82696999/l8g3d00,"Department of Game Management and Wildlife Biology, Faculty of Forestry and Wood Sciences, Czech University of Life Sciences",https://ror.org/0415vcw02
10.7464571/x0m3p08,"Division of Host-Microbe Systems & Therapeutics, Department of Pediatrics, University of California, San Diego",https://ror.org/0168r3w48
10.39244759/l9r0t47,"Department of Microbiology and Molecular Genetics, University of California Irvine",https://ror.org/04gyf1771
10.56670595/i9m6x82,"Biomedicine Research Unit, Facultad de Estudios Superiores Iztacala, Universidad Nacional Autónoma de México",https://ror.org/01tmp8f25
10.3493865/v9k7q56,"School of Life Sciences, ZIEL - Institute for Food and Health, Freising-Weihenstephan, Technical University of Munich",https://ror.org/02kkvpp62
10.10341105/f8u1g96,"School of Pharmaceutical Sciences, São Paulo State University (UNESP), Araraquara",https://ror.org/00987cb86
10.45101311/j7r4g31,"Departamento de Biomedicina Molecular, Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional",https://ror.org/009eqmr18
10.21123894/j3a5r31,"Facultad de Medicina, Universidad Nacional Autónoma de México",https://ror.org/01tmp8f25
10.66442869/k1c3w44,"Department of Microbiology and Immunology, Louisiana State University Health Sciences Center at Shreveport",https://ror.org/05ect4e57
10.48092521/n2z9m11,"Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego",https://ror.org/0168r3w48
10.63771928/k9w4w87,"Center for Microbiome Innovation, University of California San Diego",https://ror.org/0168r3w48
10.65964213/h2d1l28,"Chiba University-UC San Diego Center for Mucosal Immunology, Allergy, and Vaccines (CU-UCSDcMAV)",https://ror.org/0168r3w48
10.64375008/q4t6s71,"Sir Peter Mansfield Imaging Centre, School of Physics and Astronomy, University of Nottingham, University Park",https://ror.org/01ee9ar58
10.42392544/p7s1e01,"Diagnostic Imaging, The Hospital for Sick Children",https://ror.org/057q4rt57
10.19842996/c1v4u68,"Clinical Neurophysiology, Nottingham University Hospitals NHS Trust, Queens Medical Centre",https://ror.org/05y3qh794
10.98135771/m2c9u22,"Department of Urology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine",https://ror.org/01hv94n30
10.14178147/o4q5k45,"Division of Urology, Department of Surgery, Queen Mary Hospital, The University of Hong Kong",https://ror.org/02zhqgq86
10.51893186/i3y9j07,"Walther Straub Institute of Pharmacology and Toxicology, Faculty of Medicine, LMU Munich",https://ror.org/05591te55
10.73370483/d2o1j59,"Lehrstuhl für Angewandte Physik and Center for Nanoscience, LMU Munich",https://ror.org/05591te55
10.67529566/z9s7v49,"Department of Neurophysiology, Charité-Universitätsmedizin Berlin, Humboldt-Universität zu Berlin, Berlin Institute of Health",https://ror.org/001w7jn25
10.39883821/u6h6c45,"Center for Pharmacology, Institute II, Medical Faculty and University of Cologne",https://ror.org/00rcxh774
10.40178588/o3p5x46,"Department of Cell Physiology, Ruhr University of Bochum",https://ror.org/04tsk2644
10.57981271/m7m5g94,"Eye Hospital, Heinrich Heine University Düsseldorf",https://ror.org/024z2rq82
10.31238863/s8a0g18,"Cell Biology and Biophysics Unit, European Molecular Biology Laboratory (EMBL)",https://ror.org/03mstc592
10.21371990/v8a8x67,"European Bioinformatics Institute, European Molecular Biology Laboratory (EMBL)",https://ror.org/02catss52
10.311581/x6m8g32,"Developmental Biology Unit, European Molecular Biology Laboratory (EMBL)",https://ror.org/03mstc592
10.5268362/z9h3o71,"Advanced Imaging Research Center, Oregon Health and Science University",https://ror.org/009avj582
10.3880091/u8s5w30,"Imaging and Morphology Support Core, Oregon National Primate Research Center",https://ror.org/05fcfqq67
10.8009576/i5j5o20,"Department of Behavioral Neuroscience, Oregon Health and Science University",https://ror.org/009avj582
10.40510111/s6w6i23,"Univ. Lille, CNRS, UMR 8198 – Evo-Eco-Paleo",https://ror.org/02kzqn938
10.63060109/j0z7w00,"Department of Epigenetics, Van Andel Research Institute",https://ror.org/00wm07d60
10.39838572/v2l2g00,"Department of Metabolism and Nutritional Programming, Van Andel Research Institute",https://ror.org/00wm07d60
10.78853471/g2o1t71,"Metabolomics and Bioenergetics Core, Van Andel Institute",https://ror.org/00wm07d60
10.12777792/u9e8w58,"Department of Neurodegenerative Sciences, Van Andel Research Institute",https://ror.org/00wm07d60
10.21132418/k6r1f52,"Institute of Neuropathology, Medical Faculty, University of Freiburg",https://ror.org/0245cg223
10.28933908/b6k0q70,"Department of Medicine II, University Hospital Freiburg",https://ror.org/0245cg223
10.85956632/a5g4t06,"Centre for NeuroModulation (NeuroModBasics), University of Freiburg",https://ror.org/0245cg223
10.85412582/z0j4r64,"Signaling Research Centers BIOSS and CIBSS, University of Freiburg",https://ror.org/0245cg223
10.56490266/h1h5d07,"Department of Physiology, University of California, Los Angeles",https://ror.org/046rm7j60
10.44519505/l9n7z58,"UCLA Neuroscience Interdepartmental Program, University of California, Los Angeles",https://ror.org/046rm7j60
10.13619283/w5u7l32,"UCLA Molecular, Cellular, and Integrative Physiology Program, University of California, Los Angeles",https://ror.org/046rm7j60
10.57722914/f0m4r55,"Department of Psychiatry, University of California, Los Angeles",https://ror.org/046rm7j60
10.68560616/q0o8s19,"Institute of Bioengineering, Swiss Federal Institute of Technology in Lausanne EPFL",https://ror.org/02s376052
10.78125554/z2z4u88,"Center of PhenoGenomics, Swiss Federal Institute of Technology in Lausanne EPFL",https://ror.org/02s376052
10.118393/h5t1d46,"Department of Molecular, Cellular, and Developmental Biology and BioFrontiers Institute, University of Colorado Boulder",https://ror.org/02ttsq026
10.80067518/n8h8v97,"Department of Biology and Bioinformatics Program, Boston University",https://ror.org/05qwgg493
10.39725731/w1v4i41,"Department of Physiology, Augusta University",https://ror.org/012mef835
10.28493925/z1n1s04,"Department of Neuroscience, Medical University of South Carolina",https://ror.org/012jban78
10.84795892/z4e3y87,"Department of Neurology & Neurological Sciences, Stanford University",https://ror.org/00f54p054
10.36639156/w9f2j50,"Center for Magnetic Resonance Research, University of Minnesota",https://ror.org/017zqws13
10.76207962/t4q0m79,"Center for Developmental Biology and Regenerative Medicine, Seattle Children’s Research Institute",https://ror.org/01njes783
10.80969062/u8g7q03,"Department of Bioengineering, University of Washington",https://ror.org/00cvxb145
10.73457324/p5e3e80,"Agroengineering Department/Department of Landscape Design and Sustainable Ecosystems, Agrarian and Technological Institute, RUDN University",https://ror.org/02dn9h927
10.38480858/p7m6u08,"Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research, Polar Terrestrial Environmental Systems",https://ror.org/032e6b942
10.73416415/u2w1h66,"Department of Ecology and Evolutionary Biology, University of California, Santa Cruz",https://ror.org/03s65by71
10.37381041/j9b7f63,"Howard Hughes Medical Institute, University of California, Santa Cruz",https://ror.org/03s65by71
10.70808982/h0f5e86,"Université Côte d’Azur, CNRS, Inserm, IBV",https://ror.org/019tgvf94
10.69347804/e9n5q42,"Institut NeuroMyoGène, CNRS, Inserm, Université de Lyon",https://ror.org/01rk35k63
10.12603718/c4r2u60,"Institute of Plant Sciences, University of Bern",https://ror.org/02k7v4d05
10.47921908/j2j6n22,"Neuchâtel Platform of Analytical Chemistry, Faculty of Science, University of Neuchâtel",https://ror.org/00vasag41
10.10633377/b3y3m92,"Graduate School of Biomedical Science and Engineering, University of Maine",https://ror.org/01adr0w49
10.29257136/k6o7s23,University of New England,https://ror.org/02n2ava60
10.38854570/l4t5t93,"Departamento de Neurofisiología Celular y Molecular, Instituto de Investigaciones Biológicas Clemente Estable",https://ror.org/05b50ej63
10.62226498/g4l4w77,"Department of Biophysics, Graduate School of Science, Kyoto University Oiwake-cho",https://ror.org/02kpeqv85
10.72258230/b0e8l09,"Institut NeuroMyogène (INMG), CNRS UMR 5310, INSERM U1217, Université Claude Bernard Lyon 1",https://ror.org/0322sf130
10.22075469/s2s4c27,"Département d'immunobiologie, Université de Lausanne",https://ror.org/019whta54
10.74130114/d2w8c28,"Institute of Organic Chemistry, Centre for Integrative Biological Signalling Studies, University of Freiburg",https://ror.org/0245cg223
10.7032916/j8q5a92,"Department of Ecology and Evolutionary, Princeton University",https://ror.org/00hx57361
10.78718143/r8b1j35,"Department of Biology, McMaster University",https://ror.org/02fa3aq29
10.19671927/d1m5e47,"Department of Mathematics and Statistics, McMaster University",https://ror.org/02fa3aq29
10.86103807/u1m5n72,"M. G. DeGroote Institute for Infectious Disease Research, McMaster University",https://ror.org/02fa3aq29
10.81844768/c4c4p69,"Department of Chemistry, Stanford University",https://ror.org/00f54p054
10.85724443/a4u6u91,"Department of Computer Science, Stanford University",https://ror.org/00f54p054
10.73737135/w1r7e07,"Department of Structural Biology, Stanford University",https://ror.org/00f54p054
10.62899249/h5p0p56,"Institute for Computational and Mathematical Engineering, Stanford University",https://ror.org/00f54p054
10.77821283/f4f1q63,"Division of CryoEM and Bioimaging, SSRL, SLAC National Accelerator Laboratory, Stanford University",https://ror.org/00f54p054
10.79795869/e7b6m29,"Department of Bioengineering and Department of Microbiology and Immunology, Stanford University",https://ror.org/00f54p054
10.44323130/x2x5a21,"Université Paris Cité, Inserm, CEA, Stabilité Génétique Cellules Souches et Radiations, LRP/iRCM",https://ror.org/00nvvw130
10.29413442/n5c4i08,"Université Paris-Saclay, Inserm, CEA, Stabilité Génétique Cellules Souches et Radiations, LRP/iRCM",https://ror.org/00nvvw130
10.14807547/c8d3r70,"Spinal Cord Injury and Tissue Regeneration Center Salzburg (SCI-TReCS), Paracelsus Medical University",https://ror.org/03z3mg085
10.21521277/u9m4u92,"Institute of Experimental Neuroregeneration, Paracelsus Medical University",https://ror.org/03z3mg085
10.29667824/p9m2n54,Austrian Cluster for Tissue Regeneration,https://ror.org/052f3yd19
10.28372851/l8z7p18,"Inserm, ARTbio Bioinformatics Analysis Facility, Sorbonne Université, CNRS, Institut de Biologie Paris Seine",https://ror.org/01c2cjg59
10.4185225/w6t4v73,"ARTbio Bioinformatics Analysis Facility, Sorbonne Université, CNRS, Institut de Biologie Paris Seine",https://ror.org/01c2cjg59
10.11255273/p9w0a75,"Center for Integrative Genomics, University of Lausanne",https://ror.org/019whta54
10.90047785/i1d3w01,"Department of Computational Biology, University of Lausanne",https://ror.org/019whta54
10.6840869/r0m6a05,"State Key Laboratory of Medical Neurobiology and MOE Frontiers Center for Brain Science, Institutes of Brain Science, and Department of Neurology, Zhongshan Hospital, Fudan University",https://ror.org/013q1eq08
10.79174175/s8v3u51,"Department of Anesthesiology, Shuguang Hospital Affiliated with Shanghai University of Traditional Chinese Medicine",https://ror.org/00z27jk27
10.3484967/f5m9t27,"Center for Clinical Research and Translational Medicine, Yangpu Hospital, School of Medicine, Tongji University",https://ror.org/05cqn9380
10.98310258/w8w6b12,"Translational Biology and Molecular Medicine Graduate Program, Baylor College of Medicine",https://ror.org/02pttbw34
10.55918863/l3l2m85,"Stem Cells and Regenerative Medicine Center, Baylor College of Medicine",https://ror.org/02pttbw34
10.65937227/y9w1s73,"Department of Haematology, Wellcome-MRC Cambridge Stem Cell Institute, University of Cambridge",https://ror.org/013meh722
10.36658212/o4d0d46,"Integrated Molecular and Biomedical Sciences Graduate Program, Baylor College of Medicine",https://ror.org/02pttbw34
10.75212831/q3k6h17,"Texas Children’s Hospital Department of Hematology/Oncology, Baylor College of Medicine",https://ror.org/02pttbw34
10.36906054/b8y8g95,"Cancer and Cell Biology Graduate Program, Baylor College of Medicine",https://ror.org/02pttbw34
10.89652894/v1f8y24,"Department of Leukemia, The University of Texas MD Anderson Cancer Center",https://ror.org/04twxam07
10.1823777/x3h5p88,"Laboratory of Genome Integrity, National Cancer Institute, National Institute of Health",https://ror.org/040gcmg81
10.33596730/w9t5i03,"Department of Neurosurgery, Baylor College of Medicine",https://ror.org/02pttbw34
10.57387546/s4h5x29,"Donders Centre for Neuroscience, Radboud University Medical Center",https://ror.org/05wg1m734
10.24966341/s6d5h67,"Department of Education, Innovation and Technology, Advanced Technology Cores, University of Texas",https://ror.org/00v97ad02
10.59354045/e6v6s93,"Department of Genome Medicine, The University of Texas MD Anderson Cancer Center",https://ror.org/04twxam07
10.53244417/f8n9d65,"College of Art and Science, Emory University",https://ror.org/03czfpz43
10.97261656/k9k9b42,"Department of Neurology, Emory University School of Medicine",https://ror.org/03czfpz43
10.88675307/m3a7n14,"Center for Neurodegenerative Diseases, Emory University School of Medicine",https://ror.org/03czfpz43
10.67971669/l7d3z93,"The Cain Foundation Laboratories, Jan and Dan Duncan Neurological Research Institute at Texas Children’s Hospital",https://ror.org/05cz92x43
10.1911562/x8w0l91,"Petit Institute for Bioengineering and Bioscience, Georgia Institute of Technology",https://ror.org/01zkghx44
10.42641406/w9t3o12,"Center for Molecular Biology of Heidelberg University (ZMBH), DKFZ-ZMBH Alliance",https://ror.org/038t36y30
10.31264400/z9x1a75,"Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL) Heidelberg",https://ror.org/03mstc592
10.15991320/h0n7u76,Heidelberg University Biochemistry Center (BZH),https://ror.org/038t36y30
10.41728287/y1z1x37,"Chair of Biochemistry IV, Biophysical Chemistry, University of Bayreuth",https://ror.org/0234wmv40
10.60414394/l4l6q67,"Department of Molecular Biology and Genetics, Johns Hopkins University School of Medicine",https://ror.org/00za53h95
10.68781450/r4f9l20,"Howard Hughes Medical Institute, Johns Hopkins University School of Medicine",https://ror.org/00za53h95
10.93586358/s5x1o74,"Department of Ophthalmology, Johns Hopkins University School of Medicine",https://ror.org/00za53h95
10.54817797/s2k2d19,"Department of Molecular & Cellular Biology, Howard Hughes Medical Institute, University of California, Berkeley",https://ror.org/01an7q238
10.27293353/j3k2q06,"Leonard Davis School of Gerontology, University of Southern California",https://ror.org/03taz7m60
10.46458714/e8r6z83,"Department of Chemistry, Harvard University",https://ror.org/03vek6s52
10.26747492/p2b2i60,"Department of Neurophysiology, University of Wurzburg",https://ror.org/00fbnyb24
10.73535756/g2t3g24,"Laboratory of Metabolic Signaling, Institute of Bioengineering, École Polytechnique Fédérale de Lausanne",https://ror.org/02s376052
10.57450346/h6k5g90,"Division of Oral Anatomy, Faculty of Dentistry & Graduate School of Medical and Dental Sciences, Niigata University",https://ror.org/04ww21r56
10.14914343/v4t4e13,"Center for Advanced Oral Science, Faculty of Dentistry & Graduate School of Medical and Dental Sciences, Niigata University",https://ror.org/04ww21r56
10.38586394/y6h7y04,"Division of Orthodontics, Faculty of Dentistry & Graduate School of Medical and Dental Sciences, Niigata University",https://ror.org/04ww21r56
10.53377751/a3q6u62,"Division of Oral Pathology, Faculty of Dentistry & Graduate School of Medical and Dental Sciences, Niigata University",https://ror.org/04ww21r56
10.50674466/u7k7l03,"Division of Dental Pharmacology, Faculty of Dentistry & Graduate School of Medical and Dental Sciences, Niigata University",https://ror.org/04ww21r56
10.49290101/x3j4b73,"Centre for Craniofacial & Regenerative Biology, Faculty of Dentistry, Oral & Craniofacial Sciences, King’s College London, Guy’s Hospital",https://ror.org/0220mzb33
10.7636586/k6p0f11,"Service de Chirurgie Maxillofaciale et tomatology, Centre Hospitalier Universitaire de Nantes,1 place Alexis Ricordeau 44000",https://ror.org/05c1qsg97
10.2601164/k7t7p25,"Telethon Institute of Genetics and Medicine (TIGEM), Pozzuoli",https://ror.org/04xfdsg27
10.37803855/z3l4r13,"Medical Genetics, Department of Translational Medical Sciences, Federico II University of Naples, Italy",https://ror.org/05290cv24
10.93744414/q6f5d83,"Scuola Superiore Meridionale, School for Advanced Studies, Genomics and Experimental Medicine program,",https://ror.org/04swxte59
10.8876706/g2u6w80,"Ministry of Education Key Laboratory of Ecology and Resource Use of the Mongolian Plateau, School of Ecology and Environment, Inner Mongolia University",https://ror.org/0106qb496
10.34161446/h9z5l35,"Unité de Service et de Recherche USR 3388, CNRS-Pierre Fabre, Epigenetic Targeting of Cancer (ETaC)",https://ror.org/02feahw73
10.84050570/m8l6x81,"Cancer Epigenetics Group, Josep Carreras Leukemia Research Institute (IJC)",https://ror.org/00btzwk36
10.59992670/f6z5q67,"CNRS UMR 7196, INSERM U1154, Sorbone university- National museum of natural history (NMNH)",https://ror.org/02feahw73
10.42813088/o9c4h32,"Cancer Research Center of Toulouse, UMR 1037, INSERM, Université Toulouse III Paul Sabatier",https://ror.org/003412r28
10.82136063/i8n0k93,"Department of Translational Molecular Medicine, Saint John’s Cancer Institute, Providence Saint John's Health Center",https://ror.org/01gcc9p15
10.8253447/s9o0i50,"Cancer Biology and Epigenetics Group, Research Center (CI-IPOP)/P.CCC Porto Comprehensive Cancer Center, Portuguese Oncology Institute of Porto (IPO Porto)",https://ror.org/00r7b5b77
10.18150/y0y3b12,"Department of Pathology, Portuguese Oncology Institute of Porto (IPO Porto)/P.CCC Porto Comprehensive Cancer Center",https://ror.org/00r7b5b77
10.13058172/t7p8q27,"Department of Pathology and Molecular Immunology, Biomedical Sciences Institute (ICBAS), University of Porto",https://ror.org/043pwc612
10.67922529/h6e6u83,"Department of Experimental Oncology, Instituto Europeo di Oncologia",https://ror.org/02vr0ne26
10.62271458/z2e6r50,"Laboratory for Functional Genomics, Fondation Jean Dausset-CEPH",https://ror.org/01rje3r53
10.37043214/u5y6i91,"Laboratory for Epigenetics and Environment, Centre National de Recherche en Génomique Humaine, CEA-Institut de Biologie François Jacob",https://ror.org/004yvsb77
10.49592781/t4u0m34,"EpiCBio, Epigenetic Chemical Biology, Department Structural Biology and Chemistry, Institut Pasteur, CNRS UMR 3523",https://ror.org/02feahw73
10.75557729/a3w9s65,"Department of Bacteriology, University of Wisconsin–Madison",https://ror.org/01y2jtd41
10.54792182/c1h5w35,"Department of Chemistry and Biochemistry, Utah State University",https://ror.org/00h6set76
10.21054184/q6s3n73,"Department of Anesthesiology, Huashan Hospital, Fudan University",https://ror.org/013q1eq08
10.61599151/x1p4d82,"Synapse Biology Unit, Okinawa Institute of Science and Technology",https://ror.org/02qg15b79
10.66327670/m1l0u07,"Division of Infectious Diseases, Barzilai Medical Center",https://ror.org/00hmeez77
10.90363716/x2s4q69,"Laboratory Division, Shamir (Assaf Harofeh) Medical Center",https://ror.org/02722hp10
10.82110082/p9j1o70,"Klarman Cell Observatory, The Broad Institute of Harvard and MIT",https://ror.org/042nb2s44
10.64571003/b9u8s10,"Department of Nursing, Faculty of School of Life and Health Sciences, The Jerusalem College of Technology Lev Academic Center",https://ror.org/002kenh51
10.70204150/n4j6p98,"Department of Gastroenterology, Sourasky Medical Center",https://ror.org/04nd58p63
10.13999618/r4q1i82,IRCSS S.Orsola-Malpighi University Hospital,https://ror.org/03ad39j10
10.19748765/q2e2g29,"Centro Grossi Paoletti, Dipartimento di Scienze Farmacologiche e Biomolecolari, Università degli Studi di Milano",https://ror.org/00wjc7c48
10.2705967/i1k6z16,"Sackler Faculty of Medicine, Tel Aviv University",https://ror.org/04mhzgx49
10.88820244/z6m4k02,"Faculty of Biology, Genetics, Ludwig-Maximilians University Munich (LMU)",https://ror.org/05591te55
10.35665561/m0i0a98,Max Planck Institute of Molecular Physiology,https://ror.org/03vpj4s62
10.63415564/f5e2s11,Max Planck Institute for Biochemistry,https://ror.org/04py35477
10.78413328/v5u5o86,"Department of Molecular Biology and Genetics, Aarhus University",https://ror.org/040r8fr65
10.56936405/a2x7j47,"Laboratory of Molecular Endocrinology and Metabolism, Department of Molecular Medicine, Institute for Molecular and Cellular Regulation, Gunma University",https://ror.org/046fm7598
10.72842652/l5b0f56,"Howard Hughes Medical Institute, School of Biological Sciences, University of Utah",https://ror.org/03r0ha626
10.19892631/z6h1n35,"Department of Neuroscience, University of Connecticut Medical School",https://ror.org/02der9h97
10.35913155/b6n7p08,"Laboratory for Cell Asymmetry, RIKEN Center for Biosystems Dynamics Research",https://ror.org/023rffy11
10.47404645/b5a0n43,"Laboratory of Molecular Cell Biology and Development, Department of Animal Development and Physiology, Graduate School for Biostudies, Kyoto University",https://ror.org/02kpeqv85
10.31475840/h1y9c17,"Molecular Mechanisms of Brain Development, RIKEN Center for Brain Science",https://ror.org/04j1n1c04
10.13409862/d5a8s16,"Laboratory for Phyloinformatics, RIKEN Center for Biosystems Dynamics Research",https://ror.org/023rffy11
10.93575415/c4p4q86,"Laboratory for Animal Resources and Genetic Engineering, RIKEN Center for Biosystems Dynamics Research",https://ror.org/023rffy11
10.66798119/b3s2g54,"The Children's Hospital, National Clinical Research Center for Child Health, School of Medicine, Zhejiang University",https://ror.org/00a2xv884
10.71488785/y1n3w34,"The Institute of Translational Medicine, School of Medicine, Zhejiang University",https://ror.org/00a2xv884
10.74182866/i5h5o26,Binjiang Institute of Zhejiang University,https://ror.org/00a2xv884
